v0,theta0,z0,d1,theta1,z1,d2,theta2,z2,best_v,best_t
0.4444444444444444,0.1047197551196597,0.3,0.8,-0.7853981633974483,0.3,0.8,-0.7853981633974483,0.3,1.3333333333333333,0.45000000000000007
1.5555555555555554,0.1047197551196597,0.3,0.8,-0.7853981633974483,0.3,0.8,-0.7853981633974483,0.3,1.7777777777777777,0.28800000000000003
0.6666666666666666,-0.5235987755982989,0.3,1.2,-0.1121997376282069,0.3,0.8,-0.7853981633974483,0.3,1.5555555555555554,0.54
0.2222222222222222,0.5235987755982987,0.3,2.0,-0.7853981633974483,0.3,0.8,-0.7853981633974483,0.3,0.8888888888888888,1.7999999999999998
0.4444444444444444,0.1047197551196597,0.3,0.8,-0.7853981633974483,0.3,0.8,-0.7853981633974483,0.525,0.0,1.8000000000000003
1.1111111111111112,1.3613568165555767,0.3,0.8,-0.7853981633974483,0.3,0.8,-0.7853981633974483,0.3,1.3333333333333333,0.32727272727272727
1.3333333333333333,0.5235987755982987,0.3,2.0,-0.7853981633974483,0.3,0.8,-0.7853981633974483,0.3,2.0,1.3200000000000003
1.5555555555555554,0.1047197551196597,0.3,0.8,-0.7853981633974483,0.3,0.8,-0.7853981633974483,0.525,0.0,0.7200000000000001
1.7777777777777777,-0.5235987755982989,0.3,1.2,-0.1121997376282069,0.3,0.8,-0.7853981633974483,0.3,1.3333333333333333,0.38571428571428573
1.1111111111111112,1.3613568165555767,0.3,0.8,-0.7853981633974483,0.3,0.8,-0.7853981633974483,0.525,0.0,1.296
0.8888888888888888,-0.9424777960769379,0.3,0.8,0.1121997376282069,0.3,0.8,-0.7853981633974483,0.3,1.5555555555555554,0.3272727272727273
0.6666666666666666,-0.5235987755982989,0.3,1.2,-0.1121997376282069,0.3,0.8,-0.7853981633974483,0.525,1.7777777777777777,0.5890909090909092
2.0,-0.9424777960769379,0.3,0.8,0.1121997376282069,0.3,0.8,-0.7853981633974483,0.3,1.5555555555555554,0.22500000000000003
1.3333333333333333,0.5235987755982987,0.3,2.0,-0.7853981633974483,0.3,0.8,-0.7853981633974483,0.525,1.5555555555555554,1.384615384615385
1.1111111111111112,1.3613568165555767,0.3,0.8,-0.7853981633974483,0.525,0.8,-0.7853981633974483,0.3,1.7777777777777777,0.3876923076923077
1.7777777777777777,-0.5235987755982989,0.3,1.2,-0.1121997376282069,0.3,0.8,-0.7853981633974483,0.525,0.0,0.675
1.1111111111111112,-1.361356816555577,0.3,0.8,0.7853981633974483,0.3,0.8,-0.7853981633974483,0.3,1.1111111111111112,0.36
0.8888888888888888,-0.9424777960769379,0.3,0.8,0.1121997376282069,0.3,0.8,-0.7853981633974483,0.525,1.5555555555555554,0.3272727272727273
1.5555555555555554,0.1047197551196597,0.3,0.8,-0.7853981633974483,0.525,0.8,-0.7853981633974483,0.3,1.1111111111111112,0.30000000000000004
0.4444444444444444,0.1047197551196597,0.3,0.8,-0.7853981633974483,0.525,0.8,-0.7853981633974483,0.3,1.3333333333333333,0.45000000000000007
2.0,-0.9424777960769379,0.3,0.8,0.1121997376282069,0.3,0.8,-0.7853981633974483,0.525,1.5555555555555554,0.22500000000000003
1.1111111111111112,1.3613568165555767,0.3,0.8,-0.7853981633974483,0.525,0.8,-0.7853981633974483,0.525,1.5555555555555554,0.4200000000000001
0.2222222222222222,0.5235987755982987,0.3,2.0,-0.7853981633974483,0.3,0.8,-0.7853981633974483,0.525,0.0,9.0
0.6666666666666666,-0.5235987755982989,0.3,1.2,-0.1121997376282069,0.525,0.8,-0.7853981633974483,0.3,1.5555555555555554,0.54
1.1111111111111112,-1.361356816555577,0.3,0.8,0.7853981633974483,0.3,0.8,-0.7853981633974483,0.525,1.3333333333333333,0.5236363636363637
1.1111111111111112,1.3613568165555767,0.525,0.8,-0.7853981633974483,0.3,0.8,-0.7853981633974483,0.3,0.2222222222222222,0.72
