v0,z0,d1,theta1,z1,d2,theta2,z2,best_v,best_t
1.7777777777777777,0.525,0.8,-0.6731984257692414,0.3,1.22,-0.7853981633974483,0.3,0.8888888888888888,0.30000000000000004
1.5555555555555554,0.525,0.9400000000000001,-0.7853981633974483,0.3,1.3599999999999999,0.7853981633974483,0.525,0.4444444444444444,0.6580000000000001
1.7777777777777777,0.3,0.9400000000000001,0.0,0.3,0.8,0.7853981633974483,0.525,1.5555555555555554,0.45120000000000005
1.3333333333333333,0.3,0.8,0.0,0.3,0.8,-0.7853981633974483,0.3,1.1111111111111112,0.39272727272727276
1.3333333333333333,0.525,0.9400000000000001,-0.7853981633974483,0.3,1.22,0.7853981633974483,0.3,0.6666666666666666,0.6580000000000001
1.5555555555555554,0.525,0.9400000000000001,0.4487989505128276,0.525,0.8,0.0,0.3,0.6666666666666666,0.4230000000000001
0.8888888888888888,0.525,0.9400000000000001,-0.1121997376282069,0.3,0.8,0.7853981633974483,0.525,0.8888888888888888,0.6345000000000001
1.3333333333333333,0.3,1.22,-0.6731984257692414,0.3,0.8,-0.7853981633974483,0.525,0.6666666666666666,0.61
1.7777777777777777,0.525,1.5,-0.3365992128846207,0.525,0.8,-0.7853981633974483,0.3,1.5555555555555554,0.7200000000000002
0.6666666666666666,0.525,1.22,-0.7853981633974483,0.3,0.8,0.7853981633974483,0.525,0.4444444444444444,1.0979999999999999
1.5555555555555554,0.3,1.3599999999999999,0.5609986881410345,0.525,0.8,0.7853981633974483,0.525,2.0,0.5355000000000001
2.0,0.525,1.22,-0.5609986881410345,0.525,0.9400000000000001,0.0,0.3,0.4444444444444444,0.49909090909090903
0.8888888888888888,0.525,1.22,-0.6731984257692414,0.3,0.9400000000000001,0.7853981633974483,0.525,0.8888888888888888,0.8235
0.6666666666666666,0.3,0.8,-0.4487989505128276,0.525,0.8,0.7853981633974483,0.3,0.8888888888888888,0.5142857142857143
1.7777777777777777,0.525,1.08,0.0,0.525,0.9400000000000001,-0.7853981633974483,0.525,1.7777777777777777,0.5467500000000001
1.1111111111111112,0.3,1.3599999999999999,0.0,0.3,0.8,0.7853981633974483,0.3,1.5555555555555554,0.7140000000000001
0.8888888888888888,0.3,0.8,0.5609986881410345,0.3,0.9400000000000001,-0.7853981633974483,0.3,0.8888888888888888,0.45000000000000007
1.5555555555555554,0.525,0.9400000000000001,0.4487989505128276,0.3,1.3599999999999999,0.7853981633974483,0.3,1.1111111111111112,0.5640000000000001
1.5555555555555554,0.525,1.22,-0.1121997376282069,0.3,1.08,0.0,0.3,1.7777777777777777,0.6588
1.1111111111111112,0.525,0.9400000000000001,-0.7853981633974483,0.3,1.22,-0.7853981633974483,0.525,0.2222222222222222,0.705
1.5555555555555554,0.3,1.08,-0.7853981633974483,0.3,1.08,-0.7853981633974483,0.525,0.6666666666666666,0.4860000000000001
0.6666666666666666,0.525,0.8,-0.5609986881410345,0.525,0.9400000000000001,0.7853981633974483,0.525,0.8888888888888888,0.5142857142857143
1.5555555555555554,0.525,1.3599999999999999,-0.5609986881410345,0.525,0.9400000000000001,-0.7853981633974483,0.3,0.6666666666666666,0.612
1.5555555555555554,0.525,0.8,-0.3365992128846207,0.3,1.3599999999999999,0.0,0.3,1.3333333333333333,0.3323076923076924
1.7777777777777777,0.3,0.9400000000000001,0.1121997376282069,0.3,1.08,0.0,0.3,1.3333333333333333,0.36257142857142866
2.0,0.3,1.3599999999999999,0.5609986881410345,0.3,1.22,0.7853981633974483,0.525,0.8888888888888888,0.5649230769230769
1.3333333333333333,0.525,0.8,-0.1121997376282069,0.3,1.22,0.0,0.3,0.8888888888888888,0.36
0.6666666666666666,0.3,1.22,0.1121997376282069,0.525,0.8,-0.7853981633974483,0.3,1.5555555555555554,0.7686000000000001
0.2222222222222222,0.3,0.8,0.2243994752564138,0.3,0.8,0.7853981633974483,0.3,1.5555555555555554,0.54
1.1111111111111112,0.525,0.8,-0.6731984257692414,0.525,1.08,0.0,0.3,1.1111111111111112,0.432
0.8888888888888888,0.3,0.8,0.7853981633974483,0.525,1.08,0.7853981633974483,0.3,0.6666666666666666,0.5142857142857143
2.0,0.3,0.8,0.1121997376282069,0.525,1.22,-0.7853981633974483,0.525,0.6666666666666666,0.30000000000000004
0.4444444444444444,0.525,1.22,0.4487989505128276,0.3,0.8,0.0,0.3,0.8888888888888888,0.915
2.0,0.3,0.8,0.3365992128846207,0.3,1.3599999999999999,-0.7853981633974483,0.3,1.7777777777777777,0.29647058823529415
0.8888888888888888,0.3,1.22,-0.1121997376282069,0.525,0.9400000000000001,0.7853981633974483,0.3,1.7777777777777777,0.6405000000000001
1.5555555555555554,0.525,1.5,-0.2243994752564138,0.525,1.08,-0.7853981633974483,0.3,1.7777777777777777,0.7200000000000002
1.5555555555555554,0.525,1.5,0.6731984257692414,0.525,1.22,0.7853981633974483,0.525,0.4444444444444444,0.7500000000000001
1.5555555555555554,0.525,0.9400000000000001,0.4487989505128276,0.525,1.22,0.7853981633974483,0.3,0.6666666666666666,0.4230000000000001
0.8888888888888888,0.3,0.9400000000000001,-0.4487989505128276,0.3,1.08,0.0,0.525,1.3333333333333333,0.423
0.8888888888888888,0.525,1.3599999999999999,-0.7853981633974483,0.525,1.22,0.0,0.525,0.8888888888888888,0.765
0.6666666666666666,0.3,0.9400000000000001,-0.6731984257692414,0.3,1.08,0.0,0.525,1.1111111111111112,0.52875
1.1111111111111112,0.3,1.22,0.7853981633974483,0.3,1.3599999999999999,-0.7853981633974483,0.3,1.1111111111111112,0.5489999999999999
0.0,0.3,0.9400000000000001,-0.7853981633974483,0.3,0.8,0.0,0.525,0.0,0.9
0.8888888888888888,0.525,1.3599999999999999,-0.4487989505128276,0.3,1.08,0.7853981633974483,0.3,1.3333333333333333,0.8567999999999999
0.8888888888888888,0.525,0.9400000000000001,0.6731984257692414,0.525,1.22,-0.7853981633974483,0.3,1.3333333333333333,0.423
0.6666666666666666,0.525,1.3599999999999999,0.4487989505128276,0.3,0.9400000000000001,0.0,0.3,1.1111111111111112,0.918
0.0,0.3,0.8,0.6731984257692414,0.3,0.9400000000000001,0.0,0.3,1.3333333333333333,0.6000000000000001
0.6666666666666666,0.3,1.5,0.5609986881410345,0.525,0.9400000000000001,0.0,0.525,1.3333333333333333,0.75
0.0,0.525,0.9400000000000001,-0.2243994752564138,0.525,0.8,0.7853981633974483,0.3,1.3333333333333333,0.7050000000000001
0.2222222222222222,0.525,0.9400000000000001,-0.4487989505128276,0.525,0.8,-0.7853981633974483,0.525,1.3333333333333333,0.6042857142857144
1.3333333333333333,0.3,1.5,0.3365992128846207,0.3,1.22,0.0,0.3,1.3333333333333333,0.5625
1.1111111111111112,0.3,0.9400000000000001,-0.7853981633974483,0.3,1.3599999999999999,0.0,0.3,1.1111111111111112,0.423
0.2222222222222222,0.3,0.8,0.2243994752564138,0.525,0.9400000000000001,-0.7853981633974483,0.525,1.1111111111111112,0.6
0.8888888888888888,0.3,0.9400000000000001,0.5609986881410345,0.3,1.22,0.0,0.525,1.3333333333333333,0.423
0.8888888888888888,0.525,1.08,0.4487989505128276,0.525,1.22,0.7853981633974483,0.525,1.5555555555555554,0.4418181818181819
1.5555555555555554,0.3,0.8,-0.1121997376282069,0.525,1.3599999999999999,-0.7853981633974483,0.3,0.8888888888888888,0.3272727272727273
0.4444444444444444,0.525,0.9400000000000001,-0.4487989505128276,0.3,1.22,-0.7853981633974483,0.525,1.1111111111111112,0.7251428571428572
1.1111111111111112,0.3,1.5,-0.3365992128846207,0.3,1.22,0.0,0.3,1.1111111111111112,0.6749999999999999
1.5555555555555554,0.525,1.3599999999999999,0.2243994752564138,0.3,1.5,0.7853981633974483,0.3,1.5555555555555554,0.6994285714285715
1.3333333333333333,0.3,0.9400000000000001,-0.2243994752564138,0.525,1.3599999999999999,0.0,0.525,1.1111111111111112,0.3845454545454545
0.6666666666666666,0.3,1.22,0.5609986881410345,0.3,1.22,0.0,0.3,1.3333333333333333,0.61
1.3333333333333333,0.525,1.3599999999999999,-0.1121997376282069,0.525,1.22,-0.7853981633974483,0.525,1.5555555555555554,0.47076923076923083
0.0,0.525,0.9400000000000001,0.0,0.3,0.9400000000000001,-0.7853981633974483,0.525,1.3333333333333333,0.7050000000000001
0.6666666666666666,0.525,1.3599999999999999,-0.4487989505128276,0.525,1.08,0.7853981633974483,0.3,1.1111111111111112,0.765
0.4444444444444444,0.525,1.08,-0.1121997376282069,0.525,1.08,-0.7853981633974483,0.3,1.3333333333333333,0.6075
0.2222222222222222,0.525,0.8,-0.6731984257692414,0.525,1.08,-0.7853981633974483,0.525,1.3333333333333333,0.5142857142857143
0.8888888888888888,0.3,0.9400000000000001,0.4487989505128276,0.525,1.3599999999999999,-0.7853981633974483,0.3,1.1111111111111112,0.47000000000000003
1.7777777777777777,0.3,1.08,-0.5609986881410345,0.3,1.5,0.0,0.525,1.5555555555555554,0.4536000000000001
0.4444444444444444,0.525,0.8,0.3365992128846207,0.3,1.3599999999999999,0.0,0.525,1.1111111111111112,0.6171428571428572
1.3333333333333333,0.525,0.9400000000000001,-0.6731984257692414,0.525,1.5,-0.7853981633974483,0.3,1.5555555555555554,0.3904615384615385
0.8888888888888888,0.3,1.5,0.2243994752564138,0.525,1.22,0.0,0.525,1.5555555555555554,0.7363636363636363
0.8888888888888888,0.525,1.5,0.5609986881410345,0.3,1.5,0.0,0.525,0.6666666666666666,0.9642857142857144
0.4444444444444444,0.525,1.5,0.7853981633974483,0.3,1.22,0.0,0.3,1.1111111111111112,1.35
0.8888888888888888,0.3,0.8,0.4487989505128276,0.3,1.5,-0.7853981633974483,0.525,1.1111111111111112,0.4
0.0,0.3,1.3599999999999999,0.2243994752564138,0.3,0.8,0.7853981633974483,0.525,1.3333333333333333,1.02
0.2222222222222222,0.3,1.08,-0.2243994752564138,0.525,0.9400000000000001,0.7853981633974483,0.525,1.1111111111111112,0.8099999999999999
1.3333333333333333,0.525,1.3599999999999999,0.4487989505128276,0.525,1.5,-0.7853981633974483,0.525,1.1111111111111112,0.5563636363636363
