t,x,y,z
0.0,1.0,-1.5,0.3
0.03333333333333333,1.0000000022533797,-1.500000004622808,0.2980376181939816
0.06666666666666667,0.9999984732114169,-1.4999995092173293,0.2949299181647931
0.1,0.9999816155513584,-1.4999954416092731,0.2919748643639412
0.13333333333333333,0.9998985776794196,-1.4999818220343903,0.28914929807525724
0.16666666666666666,0.9996425496779773,-1.4999524685470296,0.28675902306745876
0.2,0.9990832798141831,-1.4999027689828812,0.28500796132165795
0.23333333333333334,0.9979009056225124,-1.4998115996767587,0.2838260763519064
0.26666666666666666,0.995778933882078,-1.4996524963166489,0.28345261385277054
0.3,0.9925656413598242,-1.4993975612053867,0.2839125080146899
0.3333333333333333,0.9874291309213246,-1.498943428219326,0.28535808384389755
0.36666666666666664,0.9800460391704694,-1.4981999432005186,0.28783462321611686
0.4,0.9706120540086778,-1.4971212374652068,0.29112016461667256
0.43333333333333335,0.9574887923067325,-1.4954563897561945,0.2956419326056502
0.4666666666666667,0.9407417029242172,-1.4931554516817351,0.30115888784671346
0.5,0.9213288750694534,-1.4903284531898475,0.3071722856587372
0.5333333333333333,0.8965271744821618,-1.4865422737482152,0.3143418249128491
0.5666666666666667,0.8672250701233469,-1.4818707453254696,0.32216617525142127
0.6,0.8354489700954256,-1.4765878448964942,0.32999885321494576
0.6333333333333333,0.797233424074722,-1.4699386556522234,0.33871718871299716
0.6666666666666666,0.7545647163997787,-1.4621149879917852,0.3477206622247688
0.7,0.7105615894772733,-1.4535695429380373,0.3563700429463278
0.7333333333333333,0.6600501812798759,-1.4431031581811613,0.3657114001071162
0.7666666666666666,0.6061104928540352,-1.431069161419543,0.37515795695367005
0.8,0.5526941959618313,-1.418183931759011,0.38412314831100425
0.8333333333333334,0.49370268507395404,-1.4027020733803943,0.39373827877765716
0.8666666666666667,0.4330688421684185,-1.3852495122044604,0.4034278507405675
0.9,0.3751488994399285,-1.3669228593385554,0.41259680756166706
0.9333333333333333,0.3134212892607034,-1.3453391908020764,0.42236842495392385
0.9666666666666667,0.25225619323596776,-1.3215080521817393,0.43210218485692053
1.0,0.1958913660183759,-1.296983044576188,0.44114223954087983
1.0333333333333332,0.13799257605417012,-1.2686764982262826,0.4505048988869097
1.0666666666666667,0.08281020957605242,-1.2380850560508478,0.459394404891253
1.1,0.03390495346728926,-1.2073070245977588,0.46716634604739365
1.1333333333333333,-0.014279522079779196,-1.1725580338599702,0.4747232908349907
1.1666666666666667,-0.058126428967382966,-1.1357567627629959,0.4813759870742739
1.2,-0.09730664674276586,-1.0969860127400768,0.4869448285142207
1.2333333333333334,-0.1297399611691026,-1.0587987070040679,0.4910769632130951
1.2666666666666666,-0.1594134738644822,-1.0165562917326967,0.49422689080605997
1.3,-0.18288398646157528,-0.9753748794353733,0.49603559860299373
1.3333333333333333,-0.2032513958412531,-0.9302885809948049,0.496823667877268
1.3666666666666667,-0.21919439899145501,-0.8840376557623514,0.4966221048348602
1.4,-0.23111053077931193,-0.8368524672873972,0.4956795353129455
1.4333333333333333,-0.23909154968330315,-0.7918085993129126,0.49437472783668085
1.4666666666666666,-0.24469316191023932,-0.743512381558731,0.492827797820088
1.5,-0.24783378367795206,-0.6978588430022402,0.49146133752069915
1.5333333333333332,-0.24957478950337886,-0.6493595190320924,0.49031206609087274
1.5666666666666667,-0.2503722351669222,-0.6010675387046706,0.48960105355055095
1.6,-0.2508671558479971,-0.5559717649155913,0.4893691027114423
1.6333333333333333,-0.25166612401441035,-0.5086369580981134,0.48935918623459257
1.6666666666666667,-0.2531582338928094,-0.4620757753814672,0.4890348860845962
1.7,-0.25557663581683543,-0.41642765695555506,0.4875812759764196
1.7333333333333334,-0.2587458642074935,-0.3744157093888685,0.48440156156246966
1.7666666666666666,-0.2629758354027012,-0.3309179838795762,0.4783315273235261
1.8,-0.2676367891877799,-0.2912001775571169,0.4697052408709337
1.8333333333333333,-0.2731287362554342,-0.2504797235307538,0.45726610772157744
1.8666666666666667,-0.2789843396870851,-0.21153381518116307,0.4417001049074704
1.9,-0.2850165297139725,-0.17463887916509077,0.423521959957025
1.9333333333333333,-0.2907213578672212,-0.1420264370282596,0.40467489814896657
1.9666666666666666,-0.29674184391331204,-0.10981761430674303,0.3836115195672087
2.0,-0.30239654943681915,-0.0819122333001409,0.363662242238387
2.033333333333333,-0.3085297091437967,-0.05482724566893281,0.34325297904036617
2.0666666666666664,-0.3150189892991798,-0.030202775868850843,0.3241717721535149
2.1,-0.3216827340818566,-0.008951578782861626,0.30732683901967134
2.1333333333333333,-0.3296449956633293,0.0118422580712815,0.2911638286105095
2.1666666666666665,-0.3388648228462959,0.031070169572770548,0.2776013556957983
2.2,-0.34895804925403323,0.04809391358869084,0.2674667444826583
2.2333333333333334,-0.36140231712107085,0.06548802239657249,0.25947085106043444
2.2666666666666666,-0.37572756445181554,0.08262616747587719,0.25395867793871124
2.3,-0.39089929868128576,0.0988933343217004,0.2503796748252844
2.3333333333333335,-0.40869189799900274,0.11666475976250194,0.2476048992390754
2.3666666666666667,-0.4280553993553064,0.13522976829070396,0.2455365700028177
2.4,-0.44753437744408814,0.15364036360668448,0.24418103453306883
2.433333333333333,-0.46938419769879514,0.17435256815000663,0.24333749408909633
2.466666666666667,-0.4921733896404317,0.19642894941032427,0.24340640189240276
2.5,-0.514223043993535,0.21847039547605412,0.2445753490725733
2.533333333333333,-0.5381678149732335,0.24316523289453704,0.24738209170324668
2.5666666666666664,-0.5626140013362059,0.26909164297105925,0.2521721895014263
2.6,-0.5861330694825665,0.2943905116784139,0.2588870576884939
2.6333333333333333,-0.6118238776143939,0.3219051298143332,0.2688915381211345
2.6666666666666665,-0.63841553345378,0.3497313457499393,0.28167150863855883
2.7,-0.6643971394065628,0.37587949566940637,0.2959403076835449
2.7333333333333334,-0.6930706279210834,0.40334506810212284,0.3129871785101253
2.7666666666666666,-0.7227974725725569,0.43029644223292524,0.3313123818476307
2.8,-0.7515903452411623,0.455080055495008,0.3492904656608687
2.8333333333333335,-0.7827544704064106,0.48077917720770497,0.36853384156738067
2.8666666666666667,-0.814117548148463,0.5058606454311558,0.3874461715827064
2.9,-0.8433744903719885,0.5289513800322317,0.40450982017020587
2.933333333333333,-0.8736463650807964,0.5530611566988488,0.4214793242319339
2.966666666666667,-0.9024425192589681,0.5769414469355444,0.43699944731322965
3.0,-0.9275441449608125,0.5994000187287071,0.4500432012432088
3.033333333333333,-0.9514012510002826,0.6234685540179717,0.46191180665025694
3.0666666666666664,-0.9716436513745774,0.6480098637849473,0.47154237791376513
3.1,-0.9868179315056795,0.671741106735396,0.4784193161977713
3.1333333333333333,-0.9984167986891254,0.6977786534395953,0.4832397880377395
3.1666666666666665,-1.0051601019697434,0.7247559215361951,0.4855573410708838
3.2,-1.007109698725113,0.7510667400785961,0.485711574252037
3.2333333333333334,-1.0048164517309048,0.7800488207514589,0.4841236861946266
3.2666666666666666,-0.9984624558593131,0.8100878740958455,0.4814648264180129
3.3,-0.9893894842436793,0.8392577972979708,0.4785224227762993
3.3333333333333335,-0.9772422659689134,0.8710661679525006,0.47542754066667636
3.3666666666666667,-0.963363141831764,0.9035141902177434,0.47269022086981927
3.4,-0.9494706246883642,0.9344277306057847,0.4706808413446055
3.433333333333333,-0.934577467603294,0.9674391192873378,0.4691969925233052
3.466666666666667,-0.9202261303160751,1.0003906538474454,0.46833382211853913
3.5,-0.9077338210892469,1.03114840861246,0.4680148697898051
3.533333333333333,-0.8959850879449087,1.0633449731074611,0.4681055987730154
3.5666666666666664,-0.8861212954908795,1.0948424748034804,0.46839546482982675
3.6,-0.8787526540185095,1.1236583940453226,0.4687893670900626
3.6333333333333333,-0.8730634132339579,1.1531923119788863,0.46925775935959035
3.6666666666666665,-0.8695944847780498,1.1813956736741267,0.46967127734175895
3.6999999999999997,-0.8683151390153874,1.2065084690210812,0.4700252765519147
3.7333333333333334,-0.868936188497581,1.2314428766679881,0.4703589800477017
3.7666666666666666,-0.8713967663820714,1.2543606632354452,0.47061561488694914
3.8,-0.8751972935557346,1.2738949897705958,0.47083560645705697
3.8333333333333335,-0.8805536145171098,1.2923157590320824,0.4709776914851357
3.8666666666666667,-0.8869864655379914,1.308127031332517,0.47109868597766624
3.9,-0.8937407990805347,1.3204817453795257,0.4712021805902959
3.933333333333333,-0.9013560768918942,1.3308321420547036,0.4712723445995198
